0,556
3,430
4,559
4,500
-18,629
1,323
0,363
1,665
-1,542
-7,751
4,461
-8,757
6,508
8,523
0,516
0,608
-9,226
-6,544
-2,582
5,570
-3,751
1,493
0,551
3,514
-12,405
6,620
12,563
-3,533
-1,585
-4,359
-1,555
6,527
0,446
9,505
1,190
4,564
-4,436
-4,666
-4,622
-4,692
0,500
-2,344
4,616
8,478
3,507
6,642
0,583
-1,161
-1,598
0,341
-10,523
15,5158
54,2719
82,1340
101,-9137
120,-13660
157,-16303
195,-1100
193,1488
185,5274
346,-2242
225,-12260
193,-17809
243,-16901
346,-11045
347,-8603
64,-9698
356,-11763
384,-16548
357,-9725
349,-9409
146,-9988
418,-27522
839,-31671
328,-32152
287,-25174
199,-23878
135,-13139
377,-16226
250,-17166
409,-29762
238,-34094
295,-34186
214,-32753
365,-24638
378,-16149
404,-34017
243,-33393
267,-22066
128,-25144
187,-26694
235,-34273
197,-33565
334,-24376
229,-34289
218,-30308
362,-34336
288,-34341
223,-34341
75,-34341
290,-34341
-88,-16639
-11,-34337
152,-33396
181,-34339
176,-34341
265,-34341
178,-34341
120,-34341
184,-34341
192,-34315
207,-34327
51,-33460
-59,-34341
29,-34341
50,-34341
271,-34341
147,-34341
79,-34340
-3,-30374
-95,-34341
-190,-34341
-142,-34341
-289,-27223
105,-34341
182,-34341
58,-34341
-24,-34293
343,-34341
233,-34341
283,-34341
83,-34218
65,-34341
-41,-34341
-202,-34341
178,-34341
82,-34301
113,-32799
280,-34341
67,-34341
-3,-34341
-39,-34341
-249,-34341
-146,-34341
-190,-34245
46,-34341
-224,-34341
107,-34341
31,-34341
241,-34341
68,-34341
319,-34341
120,-34341
101,-34325
-22,-34341
-151,-34341
-156,-33522
-193,-34341
-273,-34341
-315,-31887
-339,-33705
-270,-33515
60,-34341
76,-34341
121,-34341
286,-30131
235,-34340
237,-34341
198,-34341
119,-34341
1,-34341
43,-34298
-58,-34317
-81,-23747
-110,-34051
-154,-34282
-145,-34321
165,-32132
-119,-34341
174,-34334
55,-34341
285,-34314
268,-34288
103,-34341
60,-34340
-61,-34341
-240,-34341
-90,-34341
73,-34341
130,-34341
78,-34341
76,-34341
179,-34341
202,-34341
93,-34341
215,-34341
212,-34341
191,-34341
94,-34339
-23,-34031
-44,-34341
-76,-34339
-177,-32354
-113,-33561
133,-34341
81,-34341
7,-34341
246,-34341
209,-34341
314,-34341
216,-34341
35,-34341
-8,-34341
-128,-34341
-244,-34341
-279,-34341
-219,-34341
-275,-34341
-315,-34338
-120,-27954
200,-29554
-71,-34341
147,-34341
-29,-34341
206,-34341
213,-34341
175,-19079
40,-34341
-73,-34106
-169,-34341
-277,-34341
-101,-34341
-227,-34341
98,-34341
242,-34341
58,-34341
320,-34341
342,-34341
236,-34341
-40,-34341
-76,-33529
-106,-34323
-229,-34244
-218,-34317
-308,-33768
-244,-34340
-328,-34341
239,-34341
139,-33359
200,-34341
212,-34341
223,-34341
75,-34247
129,-34341
-176,-34341
-89,-31621
93,-33826
91,-34341
140,-34341
-37,-34341
-125,-34341
-114,-34338
-255,-34341
-224,-34341
101,-34341
183,-34341
28,-34341
341,-34341
202,-34341
36,-34341
16,-34234
192,-34341
-172,-30282
-162,-34341
74,-32926
86,-34341
173,-34341
296,-34340
325,-34326
203,-34341
71,-34340
-72,-34341
65,-34341
700,-34341
118,-34341
-127,-34341
64,-34341
166,-34341
286,-34341
204,-34319
221,-33849
-129,-34340
-265,-34341
-65,-34341
251,-34341
-12,-34172
41,-34341
17,-34341
-154,-34341
-221,-29357
-144,-34341
-299,-34341
10,-32868
198,-34341
214,-34341
218,-34341
306,-34341
112,-34341
26,-34341
-135,-34341
-146,-34341
-138,-34341
-258,-34341
-325,-34341
92,-34341
66,-34341
200,-34341
202,-34341
246,-34267
15,-34341
137,-32868
-61,-34341
-154,-34341
-107,-34341
-167,-34341
-277,-34341
-238,-34340
-301,-31163
-204,-34341
148,-34341
190,-34340
61,-34341
175,-34341
143,-34341
180,-34341
48,-34341
-7,-34341
-79,-34341
-162,-34341
-123,-34341
-250,-34338
-252,-34341
-257,-34341
55,-34324
204,-34341
174,-34340
283,-34341
282,-34341
189,-34341
138,-34341
-89,-34341
-98,-34341
-56,-34341
111,-34341
104,-34341
156,-34341
140,-33437
203,-34310
263,-29547
258,-28510
208,-19982
252,-18886
251,-18438
130,-15600
141,-13591
201,-10412
178,-8683
180,-7551
176,-6161
151,-4167
161,-1487
162,-794
148,695
104,750
101,647
81,552
63,688
54,676
46,581
35,489
27,299
20,286
1,558
-2,601
-5,703
6,491
-6,515
-1,624
1,568
5,604
4,353
-3,212
9,631
0,645
4,493
-2,575
0,455
8,489
4,323
-6,521
8,354
401
0,556
3,430
4,559
4,500
-18,629
1,323
0,363
1,665
-1,542
-7,751
4,461
-8,757
6,508
8,523
0,516
0,608
-9,226
-6,544
-2,582
5,570
-3,751
1,493
0,551
3,514
-12,405
6,620
12,563
-3,533
-1,585
-4,359
-1,555
6,527
0,446
9,505
1,190
4,564
-4,436
-4,666
-4,622
-4,692
0,500
-2,344
4,616
8,478
3,507
6,642
0,583
-1,161
-1,598
0,341
-10,523
15,5158
54,2719
82,1340
101,-9137
120,-13660
157,-16303
195,-1100
193,1488
185,5274
346,-2242
225,-12260
193,-17809
243,-16901
346,-11045
347,-8603
64,-9698
356,-11763
384,-16548
357,-9725
349,-9409
146,-9988
418,-27522
839,-31671
328,-32152
287,-25174
199,-23878
135,-13139
377,-16226
250,-17166
409,-29762
238,-34094
295,-34186
214,-32753
365,-24638
378,-16149
404,-34017
243,-33393
267,-22066
128,-25144
187,-26694
235,-34273
197,-33565
334,-24376
229,-34289
218,-30308
362,-34336
288,-34341
223,-34341
75,-34341
290,-34341
-88,-16639
-11,-34337
152,-33396
181,-34339
176,-34341
265,-34341
178,-34341
120,-34341
184,-34341
192,-34315
207,-34327
51,-33460
-59,-34341
29,-34341
50,-34341
271,-34341
147,-34341
79,-34340
-3,-30374
-95,-34341
-190,-34341
-142,-34341
-289,-27223
105,-34341
182,-34341
58,-34341
-24,-34293
343,-34341
233,-34341
283,-34341
83,-34218
65,-34341
-41,-34341
-202,-34341
178,-34341
82,-34301
113,-32799
280,-34341
67,-34341
-3,-34341
-39,-34341
-249,-34341
-146,-34341
-190,-34245
46,-34341
-224,-34341
107,-34341
31,-34341
241,-34341
68,-34341
319,-34341
120,-34341
101,-34325
-22,-34341
-151,-34341
-156,-33522
-193,-34341
-273,-34341
-315,-31887
-339,-33705
-270,-33515
60,-34341
76,-34341
121,-34341
286,-30131
235,-34340
237,-34341
198,-34341
119,-34341
1,-34341
43,-34298
-58,-34317
-81,-23747
-110,-34051
-154,-34282
-145,-34321
165,-32132
-119,-34341
174,-34334
55,-34341
285,-34314
268,-34288
103,-34341
60,-34340
-61,-34341
-240,-34341
-90,-34341
73,-34341
130,-34341
78,-34341
76,-34341
179,-34341
202,-34341
93,-34341
215,-34341
212,-34341
191,-34341
94,-34339
-23,-34031
-44,-34341
-76,-34339
-177,-32354
-113,-33561
133,-34341
81,-34341
7,-34341
246,-34341
209,-34341
314,-34341
216,-34341
35,-34341
-8,-34341
-128,-34341
-244,-34341
-279,-34341
-219,-34341
-275,-34341
-315,-34338
-120,-27954
200,-29554
-71,-34341
147,-34341
-29,-34341
206,-34341
213,-34341
175,-19079
40,-34341
-73,-34106
-169,-34341
-277,-34341
-101,-34341
-227,-34341
98,-34341
242,-34341
58,-34341
320,-34341
342,-34341
236,-34341
-40,-34341
-76,-33529
-106,-34323
-229,-34244
-218,-34317
-308,-33768
-244,-34340
-328,-34341
239,-34341
139,-33359
200,-34341
212,-34341
223,-34341
75,-34247
129,-34341
-176,-34341
-89,-31621
93,-33826
91,-34341
140,-34341
-37,-34341
-125,-34341
-114,-34338
-255,-34341
-224,-34341
101,-34341
183,-34341
28,-34341
341,-34341
202,-34341
36,-34341
16,-34234
192,-34341
-172,-30282
-162,-34341
74,-32926
86,-34341
173,-34341
