-1,-150
-5,-61
0,-88
-2,93
10,-1
-12,143
6,-59
1,51
6,-118
0,-24
-6,-129
2,66
-3,175
-1,18
15,30
0,-17
-6,102
-19,-206
-2,85
8,-149
-17,-6
2,123
8,84
12,35
-4,139
6,191
4,-106
-2,-6
0,-105
0,-115
-11,108
4,231
-4,3
11,-37
-8,-254
8,121
1,-213
-2,-50
4,-370
0,-145
0,-27
6,87
-2,113
-3,49
-4,203
0,-127
5,116
3,-83
6,-64
-1,-42
17,61
35,259
22,-2104
50,1083
80,434
103,-826
119,-2571
175,2402
136,2011
194,3307
183,3146
198,-1559
287,-3005
228,-2576
281,1854
294,2010
271,1089
335,1800
350,661
384,-3334
380,-2131
416,-1047
406,1426
497,2040
492,732
415,2371
495,-731
437,4198
495,3197
520,130
506,-954
589,-2066
564,538
555,709
553,-1274
604,5313
626,-709
622,-1639
594,-1297
665,-5300
684,-1770
661,-1
659,2697
679,2128
695,-649
720,2596
691,3187
725,2926
756,-705
740,-3786
688,-551
785,-6008
744,-1487
786,555
843,3273
795,2044
807,-1419
730,2129
739,-1397
831,1747
781,-486
880,3098
837,3448
803,-256
807,2907
816,1819
906,1175
831,2783
830,-4352
937,-5688
866,-5679
801,4165
922,495
954,3152
949,1038
922,-11
868,-3098
869,-1618
951,-828
914,3377
924,4129
905,2082
942,2108
982,3726
959,3388
927,-1336
960,3813
951,491
929,-1236
933,-4538
949,-701
1011,4193
904,3502
1024,1343
940,-1695
965,-3155
963,-3991
989,-588
945,4823
965,6581
1078,3704
1024,1792
1008,-3090
942,2982
1080,1058
1008,192
970,-1079
890,-1420
1027,-1174
979,1163
1020,10388
999,3882
1131,3023
997,-8337
1031,-9207
957,-3320
1070,-2024
930,2215
1034,-254
978,1953
1044,6107
1024,353
1035,-785
1025,936
1072,-5505
1020,-1516
1062,-6620
979,-2143
1131,2136
991,-98
1123,23365
984,803
1105,-2417
971,-5920
1169,2143
960,803
1112,706
995,5019
998,5681
1025,-3273
1073,1371
1005,-575
1084,4384
1020,4689
1045,-2257
1031,-4461
1087,-3554
982,-3110
1070,569
1042,2449
1058,6626
985,444
1158,-4381
1033,-3437
1095,1258
1012,184
1071,-720
1010,-1408
1007,-4732
1023,5441
1065,1627
1019,2493
1117,701
1097,538
1111,-2387
1032,-90
1057,1646
1074,-288
1073,3463
1084,8195
1037,-6026
1012,-3924
1107,-4380
1075,-1945
1108,386
1047,544
1034,2278
1093,436
967,-7726
1028,6654
1050,4042
1056,10572
1046,-7015
1032,-1628
1039,-4026
1086,-7083
1122,606
1039,7496
1150,7515
1028,5344
1123,-5260
1021,-4102
1031,-1981
987,-9131
1084,3597
1044,4112
1116,-1335
1034,-3658
1014,1952
1009,5041
1079,3474
989,-1015
1088,-554
1051,-2043
1066,-4425
1077,3793
1027,-138
1046,5155
1057,1139
1043,-8215
1064,-4589
971,-3615
1020,-2638
964,4326
1086,207
998,-381
1076,-1691
1027,-1030
1107,1690
1024,5799
1040,-70
1014,-1677
1045,-4789
1010,-3172
1006,1474
975,85
1124,830
1023,2574
1100,-3720
1005,-5130
1024,-7422
982,-17
1095,2437
1072,5899
1016,5163
985,3014
1130,2375
1047,5119
1092,-3838
949,997
1061,-2163
1009,-8811
1087,-1378
986,-53
1019,1801
949,5758
1085,4798
1014,4493
1032,-560
971,-2728
1072,-4483
1007,377
1006,2738
1032,245
1020,-6186
961,589
980,3795
978,6688
1007,529
1029,492
1005,-5044
917,-8792
1038,-5168
1001,2167
987,3097
1078,1739
1071,-1879
986,2755
1000,-3711
1089,541
1008,-976
1114,2763
1089,2303
1012,3798
1065,-1614
1040,3517
1015,2954
955,2665
977,5841
942,-3944
1020,-755
1096,-4543
1021,1188
1017,3208
1020,3418
1031,-3241
1062,-7604
1074,-793
965,-2630
1049,-2622
1044,2339
1044,-779
974,1648
1001,5391
1043,2301
1127,1050
1020,-239
1104,1005
1027,-3680
1134,-2600
964,-10934
1002,-1399
940,-3111
944,-8541
907,-1347
886,-1648
907,-2062
845,1361
835,3693
787,-146
753,-1164
776,-2324
685,2492
709,2426
696,844
681,-2368
687,-266
639,-175
617,-1891
573,275
613,-313
586,-768
531,-862
546,-343
518,-604
465,559
444,295
476,-1025
476,219
456,-499
374,-503
384,-72
366,-752
357,-451
349,131
303,98
285,203
277,38
255,244
249,-67
260,-276
221,-119
214,-216
204,-84
218,-23
228,-120
161,-312
160,-445
134,-145
134,-162
114,50
