230,-3,2252,0
156,1,2250,0
-41,0,2252,0
819,2,2250,0
1716,0,2247,0
1687,8,2233,0
1074,0,2233,0
1715,8,2226,0
2635,11,2214,0
3430,8,2199,0
3251,3,2191,0
2242,6,2181,0
3325,8,2165,0
3644,8,2150,0
3672,7,2138,0
3826,6,2121,0
4242,9,2100,0
4171,5,2085,0
4612,12,2066,0
4281,10,2046,0
5359,12,2023,0
5338,13,2002,0
5591,13,1981,0
5110,13,1958,0
5696,13,1936,0
6378,17,1907,0
6979,16,1880,0
6993,17,1853,0
7307,14,1826,0
7754,19,1791,0
7623,14,1761,0
6946,15,1735,0
7709,15,1704,0
8331,16,1668,0
8500,21,1632,0
8477,14,1598,0
8163,17,1566,0
8945,21,1529,0
9813,22,1489,0
9669,22,1446,0
9764,21,1406,0
9895,26,1357,0
10820,24,1314,0
10994,22,1264,0
11405,23,1215,0
10877,24,1167,0
11286,26,1122,0
11058,26,1076,0
11696,27,1021,0
12207,30,964,0
11876,26,911,0
11954,23,860,0
12910,30,805,0
13025,27,752,0
12565,25,699,0
12138,29,645,0
13037,26,587,0
14246,32,526,0
13904,27,472,0
13068,22,418,0
13146,29,365,0
13624,34,302,0
14759,32,243,0
14670,31,184,0
14409,30,125,0
13944,30,63,0
14750,30,1,0
15214,33,16321,0
14444,27,16259,0
14570,27,16196,0
15225,32,16136,0
15524,37,16072,0
15784,38,16003,0
16381,32,15929,0
16985,34,15855,0
17419,35,15782,0
17101,33,15715,0
18584,41,15639,0
19112,39,15563,0
18144,38,15485,0
17497,34,15415,0
18193,38,15343,0
18337,33,15272,0
18997,39,15185,0
19683,38,15107,0
18810,38,15029,0
19098,38,14946,0
18771,38,14870,0
19935,45,14790,0
20688,38,14713,0
21689,46,14623,0
20492,43,14541,0
19922,37,14461,0
19846,37,14386,0
21242,44,14296,0
21823,46,14211,0
20655,38,14131,0
19760,40,14057,0
20681,40,13974,0
22316,47,13888,0
22541,39,13803,0
22113,43,13715,0
21296,39,13636,0
20600,39,13555,0
21242,43,13474,0
22265,43,13387,0
22110,41,13299,0
21933,45,13212,0
21733,42,13127,0
22413,50,13040,0
23490,46,12951,0
23305,45,12863,0
22454,41,12781,0
21364,43,12704,0
23069,50,12613,0
23443,45,12524,0
23623,46,12435,0
23117,47,12346,0
22650,46,12262,0
23829,46,12173,0
25702,49,12075,0
24871,44,11982,0
23859,44,11896,0
23908,45,11805,0
25624,52,11706,0
26098,51,11604,0
23909,39,11518,0
23410,42,11435,0
23697,47,11343,0
25616,48,11238,0
25292,50,11136,0
23445,46,11046,0
23096,39,10963,0
25129,50,10865,0
25231,54,10764,0
24656,53,10660,0
24374,51,10556,0
25505,59,10447,0
27477,55,10334,0
26731,45,10238,0
25332,49,10144,0
26518,57,10032,0
27482,60,9918,0
26804,53,9813,0
25985,47,9716,0
26435,56,9614,0
28113,58,9497,0
27673,55,9381,0
26220,48,9279,0
26524,57,9174,0
28713,62,9054,0
27152,51,8950,0
26135,47,8854,0
27788,62,8740,0
28538,58,8624,0
27822,50,8514,0
26690,49,8417,0
28276,57,8309,0
30017,57,8185,0
28298,54,8074,0
28277,51,7966,0
29540,62,7847,0
30706,61,7719,0
29841,51,7612,0
29720,64,7492,0
31543,68,7359,0
31478,60,7233,0
30731,61,7118,0
32253,69,6989,0
32176,66,6860,0
31560,57,6737,0
31580,65,6610,0
33881,73,6473,0
33291,65,6344,0
32165,58,6226,0
32756,65,6090,0
33179,80,5935,0
35011,76,5786,0
34647,79,5635,0
36678,65,5485,0
33858,59,5369,0
31392,62,5247,0
33539,65,5113,0
33931,63,4979,0
33924,70,4845,0
35457,71,4699,0
35528,68,4556,0
35740,77,4402,0
37349,82,4249,0
38359,75,4097,0
37763,72,3949,0
36449,65,3818,0
36867,72,3674,0
35432,69,3533,0
35765,71,3390,0
37018,72,3249,0
36616,74,3103,0
35324,73,2959,0
37513,74,2809,0
36554,75,2661,0
35982,72,2513,0
37620,75,2365,0
37800,75,2212,0
37656,77,2054,0
38995,81,1893,0
38120,77,1738,0
37312,72,1585,0
37786,81,1433,0
37969,83,1272,0
36981,73,1121,0
38855,88,960,0
37832,82,802,0
38742,85,642,0
39675,82,475,0
40635,92,292,0
42031,97,101,0
42622,89,16301,0
39590,69,16149,0
37796,72,16008,0
40182,88,15836,0
39450,80,15665,0
39954,86,15501,0
41411,84,15330,0
39906,83,15171,0
