2023/01/13
左右2Vで空転させたときのログ
LPFなし
spd(*100000),encdiff,encang,0
257233,697,3561,0
253935,704,2165,0
271947,739,669,0
244295,685,15642,0
274737,741,14233,0
260531,753,12733,0
266112,733,11263,0
274991,730,9819,0
267127,770,8322,0
253935,675,6921,0
249369,684,5531,0
258502,716,4091,0
255711,701,2686,0
262307,719,1272,0
256979,715,16210,0
258248,700,14811,0
262814,729,13367,0
269917,738,11896,0
272200,747,10415,0
278289,752,8902,0
268141,710,7459,0
265858,716,6046,0
256979,699,4623,0
255711,701,3199,0
263829,738,1768,0
267380,728,299,0
263321,703,15266,0
265097,728,13829,0
269156,743,12350,0
273976,744,10873,0
272708,761,9357,0
269410,735,7872,0
268395,716,6437,0
273215,721,5005,0
260531,711,3576,0
262307,714,2155,0
274737,753,672,0
256218,721,15599,0
273215,735,14141,0
274484,754,12632,0
268141,739,11148,0
278035,758,9645,0
269156,731,8162,0
277781,740,6710,0
272961,722,5258,0
265351,699,3831,0
272961,728,2399,0
276767,764,898,0
265858,719,15814,0
263575,712,14405,0
277274,769,12912,0
276006,752,11395,0
277528,744,9917,0
277528,769,8399,0
265097,678,6987,0
271186,701,5547,0
267634,720,4085,0
276006,719,2666,0
276767,740,1196,0
271186,721,16124,0
268649,707,14709,0
284123,767,13214,0
272708,754,11688,0
273722,706,10258,0
283362,775,8708,0
260785,689,7306,0
283109,745,5876,0
265605,687,4465,0
273469,726,3074,0
268649,711,1663,0
272200,712,236,0
261292,697,15233,0
269664,731,13783,0
267127,737,12305,0
278796,731,10847,0
277274,734,9380,0
271186,718,7937,0
267634,711,6521,0
266366,711,5102,0
276006,723,3666,0
276767,716,2241,0
273722,730,792,0
269410,695,15765,0
268141,726,14327,0
280826,744,12844,0
263068,731,11376,0
284884,756,9875,0
266366,739,8379,0
268903,716,6933,0
274230,715,5502,0
270171,730,4048,0
265858,712,2622,0
280572,738,1160,0
275752,729,16076,0
267127,717,14646,0
266619,743,13163,0
277781,757,11652,0
278542,771,10122,0
280826,752,8634,0
260277,685,7208,0
266366,709,5753,0
264844,699,4323,0
266619,715,2910,0
276767,727,1468,0
285899,748,16346,0
263322,685,14959,0
267634,728,13526,0
283362,759,11996,0
262053,695,10559,0
283616,787,9036,0
276513,754,7576,0
266366,707,6212,0
273976,726,4812,0
262307,693,3408,0
266366,711,2004,0
267380,711,576,0
268141,708,15545,0
273469,720,14125,0
266619,732,12661,0
261546,719,11223,0
265858,721,9772,0
276006,769,8301,0
259263,677,6924,0
253682,673,5523,0
262307,686,4131,0
263575,712,2747,0
272454,730,1304,0
257994,666,16325,0
265858,700,14914,0
271693,727,13471,0
269156,703,12040,0
265351,712,10629,0
273215,748,9133,0
262560,706,7701,0
265097,704,6297,0
268903,711,4907,0
260277,688,3511,0
263575,693,2127,0
271947,725,667,0
271439,700,15639,0
273976,706,14241,0
276006,727,12788,0
267888,714,11353,0
273976,758,9848,0
274737,736,8356,0
253682,693,6944,0
266112,720,5534,0
270932,699,4128,0
266873,707,2720,0
276513,758,1250,0
260785,679,16198,0
263829,697,14827,0
277781,744,13337,0
272961,739,11854,0
282601,739,10384,0
270932,751,8914,0
250891,664,7492,0
254696,678,6090,0
266873,716,4656,0
268395,711,3254,0
267888,716,1836,0
268395,726,385,0
259009,694,15367,0
277274,724,13935,0
281840,755,12425,0
269156,729,10950,0
273722,738,9493,0
273722,751,8012,0
251145,688,6597,0
263068,713,5149,0
265605,699,3756,0
269664,706,2342,0
279811,763,850,0
252413,663,15849,0
268903,724,14438,0
271947,747,12950,0
277528,734,11477,0
275498,742,10009,0
263575,726,8537,0
268395,707,7117,0
257994,721,5686,0
264844,712,4247,0
261038,708,2854,0
264336,725,1412,0
261546,714,16351,0
267634,716,14912,0
270678,745,13438,0
257233,693,12019,0
281587,755,10548,0
277781,756,9031,0
273976,716,7574,0
258248,713,6155,0
257487,708,4740,0
260024,710,3309,0
263068,732,1894,0
269917,729,422,0
266873,717,15368,0
273469,741,13909,0
267127,746,12418,0
269664,737,10946,0
272200,733,9467,0
277781,753,7969,0
266112,699,6552,0
270425,730,5083,0
262814,718,3668,0
260024,700,2280,0
271947,754,763,0
266112,705,15743,0
256979,715,14320,0
282094,762,12814,0
271947,743,11321,0
269917,732,9877,0
264844,714,8375,0
259770,679,6943,0
268903,691,5555,0
263829,694,4120,0
257487,688,2736,0
252667,686,1341,0
267380,717,16240,0
245817,657,14924,0
280065,758,13427,0
259516,684,12059,0
277020,755,10617,0
262053,690,9178,0
252159,662,7758,0
258248,692,6377,0
275245,714,4998,0
265605,694,3636,0
253428,665,2288,0
267380,728,834,0
258248,673,15871,0
262814,699,14478,0
263829,719,13045,0
271186,710,11621,0
263829,726,10184,0
267634,712,8740,0
257740,690,7349,0
268903,690,5958,0
265605,692,4571,0
264844,698,3174,0
268141,704,1778,0
258755,725,343,0
266112,697,15318,0
267634,717,13899,0
265097,728,12439,0
261292,717,11003,0
275245,744,9523,0
265858,727,8062,0
263829,717,6638,0
266873,709,5221,0
270425,722,3792,0
263322,702,2384,0
264083,721,946,0
270932,732,15887,0
251652,676,14482,0
270171,738,13044,0
255204,737,11555,0
282094,754,10058,0
255457,735,8600,0
247847,661,7196,0
251906,702,5781,0
256979,689,4347,0
257233,685,2979,0
263068,748,1532,0
264844,702,82,0
244549,673,15119,0
262560,754,13659,0
262814,733,12170,0
248354,698,10784,0
267127,758,9297,0
262560,722,7844,0
252159,670,6467,0
255457,702,5058,0
253682,704,3665,0
263068,702,2265,0
266366,743,800,0
259516,695,15768,0
258502,697,14385,0
275245,729,12941,0
254443,722,11488,0
270932,752,10007,0
274230,743,8501,0
251398,700,7076,0
259009,710,5664,0
261799,710,4240,0
260277,707,2828,0
265097,732,1385,0
268649,724,16309,0
265605,718,14876,0
273722,746,13396,0
278035,738,11908,0
270171,747,10426,0
266619,734,8946,0
265097,733,7482,0
261038,708,6067,0
261038,740,4605,0
254696,706,3190,0
262307,714,1743,0
272961,757,259,0
260531,698,15203,0
263829,721,13784,0
281840,785,12260,0
272708,725,10769,0
272454,739,9328,0
271693,752,7799,0
257994,665,6430,0
248608,684,5017,0
262307,717,3574,0
256979,674,2213,0
260024,721,744,0
263829,692,15725,0
249876,700,14335,0
277274,722,12894,0
249369,708,11471,0
284631,731,10021,0
251652,728,8559,0
264844,697,7141,0
259516,720,5728,0
251652,694,4324,0
248608,696,2923,0
267127,742,1502,0
247847,697,66,0
245817,689,15073,0
265351,728,13638,0
259516,743,12140,0
269410,739,10667,0
255457,727,9205,0
271439,725,7759,0
239983,695,6361,0
265097,714,4932,0
252413,728,3492,0
255204,698,2104,0
257740,731,638,0
248354,702,15606,0
255457,717,14189,0
265858,755,12706,0
261038,743,11217,0
268141,748,9732,0
259770,720,8272,0
256979,721,6835,0
257233,698,5439,0
261292,722,3988,0
258755,720,2557,0
266873,705,1135,0
262560,747,16060,0
255457,714,14618,0
250637,705,13222,0
268649,752,11705,0
247593,695,10260,0
274230,758,8789,0
265605,723,7336,0
250637,681,5966,0
255204,686,4577,0
250130,686,3169,0
254443,697,1774,0
271947,723,349,0
264844,679,15318,0
256472,713,13965,0
271693,744,12479,0
252413,683,11062,0
255711,735,9634,0
273215,725,8145,0
236178,692,6831,0
255965,722,5428,0
242012,663,4107,0
237192,648,2782,0
248101,706,1377,0
256472,693,16365,0
257487,689,14997,0
261546,716,13585,0
257487,712,12157,0
253682,713,10736,0
260277,722,9291,0
250637,688,7890,0
251398,692,6496,0
255711,712,5113,0
250891,688,3717,0
261799,712,2313,0
259516,703,912,0
257233,698,15900,0
260531,700,14508,0
272708,755,13031,0
260024,698,11584,0
265858,724,10172,0
273469,744,8685,0
251145,683,7249,0
254950,701,5857,0
269410,725,4462,0
263322,722,3070,0
256472,699,1688,0
272454,713,270,0
247847,693,15255,0
273215,711,13850,0
255965,717,12418,0
270425,712,11000,0
271947,733,9542,0
266619,727,8066,0
247086,687,6672,0
259516,713,5253,0
253935,687,3867,0
248608,695,2460,0
262814,713,1041,0
268395,721,15969,0
261038,710,14553,0
266873,729,13094,0
263829,717,11650,0
266619,734,10195,0
280318,751,8700,0
265351,707,7263,0
259263,732,5830,0
259009,697,4413,0
256726,701,3014,0
266112,718,1595,0
259009,724,129,0
260785,703,15103,0
272454,744,13639,0
268395,744,12142,0
276259,743,10655,0
269917,724,9176,0
271947,737,7687,0
264590,711,6283,0
274991,709,4844,0
253428,697,3429,0
260531,707,2000,0
265858,740,537,0
259770,716,15467,0
268395,736,14017,0
275498,741,12533,0
275245,728,11073,0
272708,756,9572,0
274230,737,8090,0
267888,711,6657,0
271693,731,5203,0
266112,706,3780,0
271693,726,2329,0
268649,739,851,0
263575,716,15791,0
271693,730,14344,0
272200,748,12847,0
268903,739,11369,0
288182,784,9818,0
273976,747,8294,0
264083,706,6865,0
274991,734,5408,0
280826,739,3965,0
273215,739,2526,0
280826,736,1045,0
269156,719,16000,0
258755,722,14549,0
265097,752,13051,0
269410,737,11562,0
282601,768,10050,0
271947,751,8536,0
263575,707,7097,0
273469,726,5650,0
276513,738,4184,0
263322,707,2760,0
290212,759,1279,0
261292,703,16191,0
272454,756,14731,0
269917,731,13253,0
275245,733,11789,0
268903,773,10249,0
288436,756,8762,0
253428,687,7333,0
244295,690,5909,0
274230,713,4458,0
241505,688,3035,0
273976,717,1618,0
260277,717,137,0
266366,718,15161,0
267127,730,13709,0
257233,725,12240,0
252667,709,10830,0
260277,736,9370,0
257233,736,7896,0
257994,707,6524,0
256218,714,5122,0
256979,702,3731,0
255711,694,2362,0
263575,717,903,0
257487,687,15898,0
264844,708,14510,0
275245,756,13001,0
256726,689,11612,0
270932,761,10150,0
260785,715,8678,0
260531,719,7263,0
262814,701,5859,0
252159,705,4451,0
260277,696,3049,0
260024,708,1651,0
267634,730,198,0
260277,698,15174,0
267888,730,13735,0
273976,744,12242,0
277274,742,10766,0
273469,747,9272,0
265097,712,7829,0
252413,705,6402,0
259770,750,4954,0
266619,729,3525,0
247847,690,2165,0
265351,738,697,0
262814,713,15618,0
268395,739,14239,0
261546,714,12762,0
262053,695,11366,0
273976,753,9901,0
274737,743,8391,0
255711,682,6999,0
255965,702,5634,0
264590,720,4196,0
248354,668,2825,0
272961,742,1424,0
247593,657,35,0
271693,718,15035,0
245056,662,13648,0
270171,729,12242,0
250130,676,10817,0
265097,702,9421,0
269156,712,7972,0
267380,702,6619,0
248101,683,5279,0
250891,665,3946,0
253682,692,2558,0
256218,700,1167,0
256472,680,16173,0
256726,673,14832,0
272708,726,13396,0
265351,712,11964,0
267380,720,10532,0
274230,728,9074,0
271693,689,7678,0
266366,701,6299,0
255204,677,4925,0
262814,691,3523,0
261546,700,2123,0
271186,732,708,0
261038,686,15697,0
255457,687,14331,0
276767,742,12866,0
270171,721,11413,0
270678,727,9969,0
269917,719,8518,0
271439,697,7117,0
257487,709,5707,0
275498,720,4273,0
248354,675,2904,0
272454,728,1482,0
264844,719,28,0
261038,701,15012,0
272200,725,13579,0
276259,743,12099,0
274737,742,10628,0
273469,751,9115,0
268395,709,7671,0
269917,718,6254,0
273976,716,4819,0
268395,715,3394,0
265097,708,1982,0
272454,741,516,0
272200,718,15441,0
267888,725,14007,0
264336,739,12527,0
269410,736,11063,0
287168,775,9520,0
276006,744,8015,0
261799,696,6599,0
269664,741,5141,0
272200,713,3699,0
268903,727,2271,0
273469,761,766,0
262053,726,15684,0
270932,735,14229,0
278289,756,12724,0
268395,740,11239,0
276513,765,9719,0
283362,768,8165,0
256472,698,6740,0
266112,741,5265,0
284631,738,3818,0
266366,721,2387,0
274230,754,863,0
263575,716,15796,0
260024,724,14362,0
278542,777,12835,0
270171,755,11316,0
280318,766,9783,0
263068,740,8287,0
274991,740,6818,0
266366,727,5382,0
260785,723,3911,0
269410,728,2440,0
276767,741,962,0
256979,712,15904,0
273469,755,14421,0
272454,762,12892,0
263068,736,11449,0
274484,756,9898,0
258755,735,8415,0
265858,754,6936,0
264083,727,5514,0
260277,706,4086,0
249623,677,2697,0
273469,759,1236,0
268395,723,16159,0
266112,708,14742,0
267888,736,13273,0
264083,725,11809,0
270171,740,10334,0
272708,753,8828,0
262560,717,7367,0
267888,727,5931,0
265605,728,4467,0
263068,709,3048,0
266112,726,1612,0
279050,783,96,0
262053,675,15086,0
278796,753,13645,0
266873,720,12115,0
267888,716,10706,0
286407,795,9161,0
256472,701,7718,0
251145,697,6330,0
260785,724,4881,0
253174,665,3481,0
264590,716,2071,0
275245,748,597,0
261038,688,15566,0
266873,700,14182,0
278035,742,12695,0
268649,732,11233,0
274991,763,9729,0
274737,735,8244,0
264844,717,6812,0
261799,712,5377,0
263068,703,3966,0
263068,709,2546,0
274991,762,1067,0
260024,689,16006,0
275498,715,14610,0
268903,751,13131,0
277781,748,11626,0
274737,724,10172,0
279303,757,8668,0
259770,711,7219,0
264336,707,5813,0
260785,725,4359,0
263322,714,2943,0
267634,735,1478,0
267888,721,22,0
266366,705,14989,0
279050,747,13525,0
272961,751,12005,0
285392,757,10499,0
272708,729,9029,0
281333,737,7531,0
270932,720,6133,0
267380,725,4681,0
274484,720,3227,0
267380,720,1789,0
268649,726,343,0
260024,676,15276,0
272961,721,13869,0
263322,720,12334,0
276259,710,10930,0
288182,795,9385,0
273722,718,7945,0
259770,668,6549,0
268141,700,5125,0
257487,705,3715,0
269410,729,2312,0
269664,737,838,0
260785,690,15813,0
259516,688,14441,0
277274,763,12944,0
275752,746,11451,0
269917,703,10050,0
274230,755,8546,0
263322,668,7139,0
261799,668,5775,0
268141,711,4339,0
245310,655,3016,0
270678,724,1600,0
262307,711,163,0
254189,651,15213,0
281333,771,13750,0
247593,660,12372,0
285138,741,10952,0
256726,704,9500,0
274484,720,8071,0
271186,705,6718,0
263575,705,5338,0
254696,668,3982,0
248608,662,2649,0
252159,706,1239,0
250891,688,16232,0
252159,667,14892,0
269410,733,13470,0
261038,717,11996,0
255457,693,10599,0
261546,712,9175,0
252413,662,7755,0
261038,681,6377,0
265605,703,5001,0
255965,684,3619,0
258248,707,2219,0
263322,712,800,0
253428,685,15793,0
262053,696,14416,0
268903,732,12960,0
268903,728,11512,0
276006,747,10032,0
265858,728,8560,0
264336,702,7156,0
264844,678,5760,0
263322,701,4330,0
262307,703,2939,0
264336,719,1517,0
267634,732,63,0
253428,706,15023,0
274737,739,13564,0
268141,731,12091,0
273215,737,10624,0
274230,746,9130,0
269156,724,7676,0
265605,722,6244,0
264336,711,4814,0
268395,718,3385,0
278289,722,1945,0
270678,744,465,0
259516,718,15397,0
271186,737,13937,0
270678,745,12438,0
274737,743,10953,0
273976,762,9435,0
285646,755,7916,0
258755,699,6493,0
270678,735,5026,0
268903,723,3575,0
274991,730,2122,0
277528,757,628,0
273215,725,15544,0
272200,744,14079,0
269664,760,12567,0
276767,754,11059,0
279303,781,9513,0
274484,765,7967,0
262053,706,6528,0
272708,738,5039,0
270171,729,3585,0
273215,732,2122,0
272454,744,639,0
284631,749,15515,0
274484,747,14027,0
276767,761,12504,0
276259,756,10996,0
278542,776,9455,0
278796,764,7932,0
269156,728,6459,0
272708,746,4984,0
272200,722,3502,0
280826,762,2020,0
275752,761,491,0
281079,733,15395,0
283616,753,13906,0
282348,764,12374,0
274484,760,10860,0
283362,786,9300,0
275752,758,7759,0
273976,730,6297,0
283362,771,4782,0
271947,722,3330,0
279811,750,1838,0
281840,765,312,0
277020,731,15221,0
283870,758,13721,0
290973,778,12173,0
286914,776,10638,0
283870,786,9063,0
281587,760,7511,0
273215,739,6076,0
277274,746,4584,0
275752,727,3095,0
277528,738,1619,0
282601,768,111,0
268649,715,15015,0
285138,746,13549,0
286407,784,11969,0
288182,751,10457,0
283616,772,8963,0
270678,737,7430,0
269410,702,6043,0
277528,751,4546,0
261546,703,3113,0
272708,723,1680,0
274230,744,182,0
267634,716,15127,0
275752,753,13651,0
274484,753,12141,0
280572,748,10649,0
284631,785,9097,0
272708,743,7590,0
270678,722,6148,0
277781,737,4685,0
259263,720,3239,0
277020,737,1778,0
275498,757,272,0
272454,729,15187,0
275245,761,13684,0
283870,759,12160,0
282855,764,10644,0
276513,743,9130,0
282094,759,7612,0
270425,729,6191,0
271186,716,4730,0
260277,729,3263,0
268649,736,1792,0
282855,747,319,0
258755,680,15251,0
279811,760,13813,0
277781,767,12261,0
262814,707,10846,0
283109,775,9333,0
278289,729,7847,0
261546,715,6405,0
270678,719,4985,0
260531,700,3550,0
262560,725,2123,0
268903,736,651,0
268141,725,15585,0
261546,737,14129,0
278542,752,12626,0
270932,743,11142,0
270678,764,9623,0
273976,738,8127,0
267634,714,6695,0
273976,724,5246,0
272454,730,3783,0
263575,718,2342,0
269664,756,844,0
265097,727,15755,0
264083,733,14309,0
279050,757,12804,0
270678,756,11287,0
281587,783,9741,0
277274,756,8211,0
262307,716,6761,0
268141,743,5295,0
273976,733,3818,0
273722,734,2357,0
279050,752,861,0
263829,737,15768,0
277781,754,14258,0
274484,754,12759,0
269664,747,11264,0
278542,787,9704,0
277528,745,8208,0
258502,709,6739,0
279557,750,5266,0
268903,725,3800,0
270678,736,2331,0
282348,751,831,0
273215,732,15739,0
268395,734,14283,0
277020,784,12733,0
273976,764,11200,0
270171,748,9670,0
287168,790,8124,0
271693,745,6694,0
278289,758,5209,0
271947,721,3778,0
271693,738,2360,0
282094,751,851,0
270678,701,15818,0
271693,723,14401,0
282601,753,12900,0
274991,739,11407,0
268395,770,9884,0
280065,748,8373,0
254189,708,6941,0
278035,729,5491,0
262307,717,4050,0
263068,719,2610,0
283616,771,1109,0
270425,726,16006,0
274991,724,14569,0
279811,754,13076,0
272454,736,11595,0
282094,796,10050,0
268903,740,8518,0
263322,712,7094,0
276259,758,5599,0
266619,707,4180,0
269410,716,2768,0
272708,749,1267,0
267634,705,16223,0
276006,742,14786,0
287168,748,13288,0
260785,710,11864,0
287421,770,10343,0
269664,738,8868,0
259516,680,7423,0
260531,693,6010,0
264336,709,4599,0
262053,694,3204,0
258248,683,1811,0
269156,737,330,0
269917,685,15313,0
251398,707,13916,0
288182,754,12438,0
280572,747,10940,0
261799,711,9516,0
266619,742,8013,0
257233,693,6614,0
259263,681,5225,0
260024,734,3780,0
248354,655,2435,0
269664,737,982,0
260785,708,15940,0
259770,692,14554,0
271186,722,13122,0
274737,722,11674,0
271947,740,10208,0
282094,754,8714,0
250384,668,7295,0
260785,710,5910,0
252413,681,4491,0
251652,653,3157,0
252667,688,1734,0
261799,706,315,0
249115,677,15341,0
267634,692,13968,0
269410,750,12493,0
261038,668,11092,0
283870,768,9639,0
265097,706,8214,0
245564,653,6853,0
260531,701,5457,0
264590,721,4054,0
249369,663,2737,0
266873,739,1300,0
250130,673,16286,0
254950,679,14953,0
262307,718,13523,0
265605,716,12086,0
272454,722,10659,0
261799,704,9233,0
271439,738,7790,0
269664,716,6402,0
246071,658,5080,0
248862,672,3705,0
253935,664,2341,0
257994,707,924,0
263829,683,15927,0
253428,687,14566,0
262560,710,13154,0
266366,716,11726,0
274737,731,10276,0
267634,733,8805,0
265858,691,7402,0
264844,700,6012,0
261292,707,4612,0
253682,670,3231,0
259263,709,1821,0
270932,729,375,0
257740,697,15343,0
265858,722,13911,0
272961,733,12447,0
270678,722,11004,0
272708,743,9523,0
269664,742,8041,0
263829,672,6646,0
262560,686,5235,0
254696,678,3816,0
260024,673,2429,0
275752,748,935,0
259263,696,15926,0
267380,716,14522,0
268649,751,13026,0
272961,720,11572,0
272454,732,10119,0
264590,721,8661,0
266619,712,7217,0
268395,699,5817,0
268903,716,4367,0
263829,715,2962,0
266619,733,1510,0
263068,721,59,0
259516,703,15036,0
270932,756,13560,0
276259,745,12058,0
272708,729,10588,0
274484,749,9092,0
268903,712,7611,0
280065,736,6188,0
273469,716,4775,0
271439,711,3327,0
271947,727,1887,0
271693,730,427,0
272200,719,15379,0
277020,743,13914,0
272200,746,12422,0
278542,745,10938,0
286914,760,9420,0
276767,759,7892,0
267888,706,6473,0
263322,699,5030,0
260277,701,3597,0
283870,736,2147,0
251652,685,726,0
274737,740,15608,0
257994,699,14234,0
260785,721,12795,0
272454,752,11305,0
260785,690,9863,0
270932,736,8372,0
266619,714,6960,0
258502,674,5633,0
264083,702,4222,0
269664,683,2876,0
263829,690,1525,0
257994,701,82,0
251145,653,15152,0
260531,689,13792,0
264083,716,12351,0
262053,712,10926,0
264336,709,9500,0
272200,739,8048,0
261292,692,6701,0
262053,693,5314,0
262560,691,3935,0
259770,661,2596,0
274230,727,1175,0
264844,698,16148,0
260785,693,14770,0
263321,718,13353,0
261546,706,11925,0
268395,720,10496,0
276767,757,8993,0
265097,684,7577,0
263575,692,6217,0
266366,702,4795,0
261799,663,3435,0
271439,711,2032,0
273469,716,601,0
271186,688,15597,0
264590,717,14194,0
267634,728,12726,0
269410,710,11301,0
272708,735,9843,0
263829,712,8404,0
277274,711,6963,0
270932,725,5561,0
254950,686,4188,0
269410,685,2804,0
274737,741,1365,0
254696,670,16321,0
269156,701,14955,0
257740,726,13508,0
269156,727,12045,0
267380,731,10594,0
266112,723,9167,0
266112,715,7710,0
259770,691,6329,0
254950,678,4944,0
264336,699,3557,0
263322,701,2150,0
268141,708,777,0
262560,692,15723,0
254443,657,14429,0
270932,750,12917,0
255711,689,11542,0
260785,712,10136,0
270678,743,8672,0
255457,698,7256,0
265605,700,5917,0
257994,720,4513,0
253174,655,3213,0
259009,700,1840,0
270171,712,405,0
255711,665,15429,0
267380,701,14093,0
272708,751,12595,0
242520,660,11286,0
277020,743,9792,0
236685,660,8439,0
262307,686,7060,0
249115,696,5675,0
244042,678,4347,0
245056,650,3033,0
262307,712,1626,0
246832,663,246,0
266112,676,15301,0
254950,717,13868,0
256472,666,12512,0
250891,714,11112,0
258755,732,9664,0
254443,700,8250,0
248101,683,6884,0
245817,684,5514,0
265097,716,4115,0
250384,681,2764,0
251906,712,1343,0
261546,697,16320,0
246071,683,14956,0
267634,716,13546,0
266112,727,12080,0
266873,736,10622,0
261546,728,9157,0
256218,697,7744,0
250637,703,6344,0
260024,710,4912,0
256979,708,3522,0
252667,686,2156,0
270932,752,671,0
253935,695,15654,0
255965,694,14283,0
268649,746,12820,0
259263,721,11375,0
269410,744,9899,0
273469,722,8460,0
247086,672,7037,0
251398,665,5649,0
250637,677,4264,0
261292,703,2866,0
238968,662,1510,0
263321,716,46,0
238968,634,15135,0
265097,725,13708,0
255457,691,12263,0
264844,710,10897,0
272200,734,9422,0
262560,700,8007,0
250384,666,6662,0
259263,700,5269,0
255965,701,3900,0
254443,686,2517,0
251652,700,1118,0
259516,721,16084,0
264844,701,14748,0
248862,671,13349,0
263068,711,11946,0
261799,718,10515,0
268649,738,9037,0
260531,692,7627,0
260277,704,6268,0
262560,693,4912,0
253682,680,3537,0
264844,706,2150,0
262053,712,722,0
250384,679,15721,0
263829,706,14331,0
262053,732,12869,0
274484,714,11429,0
276513,743,9962,0
257994,725,8496,0
268903,708,7081,0
265351,706,5660,0
263068,708,4250,0
256726,698,2842,0
262814,720,1409,0
261799,725,16343,0
257994,712,14916,0
271693,745,13447,0
265858,728,11978,0
274484,752,10493,0
277274,759,8974,0
266112,715,7521,0
262053,724,6074,0
267127,717,4641,0
258248,692,3211,0
272454,700,1794,0
255204,686,323,0
255711,703,15261,0
267634,727,13863,0
279050,775,12321,0
253682,681,10936,0
280572,773,9439,0
266873,728,7952,0
264844,699,6615,0
264590,707,5174,0
253935,670,3835,0
270678,704,2443,0
266112,701,1047,0
263829,709,16030,0
252667,679,14643,0
264336,701,13257,0
265858,728,11799,0
268141,735,10338,0
270171,709,8905,0
259770,699,7505,0
257741,663,6136,0
261546,711,4709,0
257740,688,3321,0
263829,699,1960,0
267888,695,491,0
249876,667,15559,0
266366,709,14114,0
257487,686,12755,0
270678,731,11310,0
265605,727,9855,0
260531,706,8467,0
259770,680,7088,0
259516,688,5704,0
259516,702,4305,0
260531,688,2918,0
267380,691,1547,0
273722,726,126,0
265351,685,15102,0
263829,698,13730,0
266366,732,12290,0
260531,725,10839,0
269410,731,9366,0
266619,701,7943,0
266366,707,6545,0
268649,723,5125,0
262053,702,3744,0
258755,681,2397,0
277528,746,933,0
266619,698,15886,0
268903,687,14561,0
267380,745,13069,0
263068,674,11676,0
267888,739,10248,0
263575,727,8770,0
269156,705,7356,0
245056,668,5999,0
253682,673,4602,0
259516,688,3205,0
249369,661,1858,0
258755,686,418,0
267380,699,15416,0
262053,709,14013,0
269156,725,12568,0
258755,711,11150,0
270932,727,9711,0
263575,734,8249,0
250891,663,6881,0
261038,706,5476,0
271693,723,4056,0
259009,681,2694,0
272708,736,1270,0
264590,710,16209,0
246578,639,14893,0
276259,769,13386,0
267888,690,11995,0
255204,707,10596,0
282094,747,9109,0
240744,701,7684,0
259263,707,6299,0
263068,702,4889,0
248608,684,3513,0
257994,698,2124,0
264590,730,675,0
262814,709,15627,0
260531,707,14215,0
265351,727,12765,0
276006,715,11332,0
276006,777,9817,0
253174,700,8375,0
261799,718,6958,0
256218,709,5537,0
247847,683,4132,0
265351,711,2742,0
251398,670,1339,0
270932,741,16293,0
245564,664,14921,0
259770,699,13542,0
269664,720,12091,0
268903,724,10652,0
273469,738,9181,0
263575,708,7744,0
253174,685,6371,0
261799,701,4952,0
262814,719,3541,0
270171,721,2142,0
256726,721,692,0
265351,689,15684,0
259009,704,14290,0
266873,743,12816,0
271693,728,11361,0
279557,750,9874,0
266619,729,8393,0
270171,707,6975,0
265351,712,5540,0
260531,716,4111,0
261546,709,2684,0
256218,714,1264,0
272200,759,16135,0
254443,678,14785,0
278796,772,13304,0
260785,692,11835,0
272961,728,10408,0
277781,750,8896,0
281079,721,7443,0
264590,715,6009,0
270171,720,4568,0
259770,694,3171,0
272708,725,1729,0
267380,723,273,0
259770,716,15218,0
277020,738,13753,0
275245,744,12260,0
267380,743,10777,0
287675,773,9239,0
265351,735,7741,0
268903,713,6309,0
271947,714,4853,0
273722,735,3392,0
267634,721,1954,0
271439,753,464,0
264336,729,15372,0
273722,748,13898,0
278796,754,12382,0
279050,748,10886,0
276513,757,9369,0
279050,762,7865,0
268649,707,6420,0
282348,757,4938,0
271186,728,3490,0
256726,701,2060,0
286153,763,534,0
266366,729,15445,0
260531,723,14005,0
280572,757,12506,0
272454,757,10989,0
284377,765,9447,0
266873,734,7966,0
269917,725,6504,0
266366,729,5065,0
277274,714,3602,0
259009,694,2172,0
276259,760,669,0
255711,676,15601,0
266619,738,14196,0
281079,769,12669,0
268649,740,11172,0
274991,737,9749,0
271439,737,8204,0
255965,671,6869,0
265858,706,5408,0
254443,668,4061,0
253935,684,2645,0
275752,743,1246,0
250891,645,16253,0
275245,713,14888,0
259263,704,13457,0
256472,693,12067,0
262307,709,10669,0
267634,739,9182,0
262307,708,7750,0
263321,680,6388,0
251906,702,4995,0
266873,692,3611,0
249369,700,2220,0
273215,721,787,0
265351,700,15755,0
261292,711,14339,0
264083,735,12868,0
261799,723,11414,0
269917,747,9929,0
269410,733,8451,0
255457,713,7027,0
255711,690,5631,0
260277,685,4217,0
262560,723,2766,0
259263,686,1376,0
276006,728,16291,0
259263,706,14881,0
262814,733,13431,0
277781,728,11968,0
272200,743,10505,0
265351,762,8959,0
262307,713,7500,0
262560,714,6100,0
268903,721,4671,0
262053,725,3258,0
263829,714,1842,0
265858,726,409,0
261799,716,15346,0
266619,694,13962,0
278796,757,12471,0
270932,738,10994,0
264844,730,9563,0
259770,705,8090,0
253174,691,6682,0
255204,675,5303,0
255204,683,3903,0
252159,664,2517,0
270678,730,1092,0
263068,700,16050,0
261038,696,14669,0
273215,722,13238,0
266112,711,11810,0
274991,729,10371,0
281587,769,8847,0
259516,699,7416,0
264590,699,6055,0
262814,704,4627,0
250637,671,3269,0
273976,722,1858,0
260531,715,385,0
