2023/01/13
左右2Vで空転させたときのログ
LPFなし
spd(*100000),encdiff,encang,0
260277,671,15413,0
272961,727,14008,0
271439,736,12533,0
280318,730,11075,0
271693,717,9621,0
271186,733,8168,0
249623,667,6777,0
260277,716,5350,0
265605,709,3937,0
255457,702,2516,0
271693,719,1096,0
276006,727,16045,0
271439,724,14593,0
270425,723,13147,0
270932,715,11709,0
288690,751,10242,0
280826,748,8730,0
263575,720,7268,0
265858,717,5832,0
260531,699,4422,0
256218,677,3012,0
270425,732,1567,0
272961,731,91,0
265605,724,15029,0
267127,726,13571,0
275752,731,12110,0
281333,763,10586,0
270425,743,9119,0
282601,726,7631,0
251145,711,6217,0
264590,699,4776,0
249115,691,3359,0
265858,724,1940,0
274737,746,437,0
261799,711,15382,0
264336,711,13983,0
273976,766,12449,0
265605,734,10963,0
273722,755,9470,0
264844,726,8001,0
269156,708,6565,0
267127,731,5120,0
266112,706,3684,0
258755,717,2260,0
268649,757,748,0
267888,723,15666,0
265858,726,14226,0
264590,747,12736,0
270171,739,11260,0
280572,778,9721,0
271186,749,8202,0
267380,737,6727,0
275498,735,5255,0
266112,719,3811,0
265605,726,2368,0
282601,757,872,0
263575,741,15753,0
264336,751,14274,0
273722,758,12764,0
260024,745,11267,0
274230,772,9740,0
277528,779,8186,0
262307,705,6737,0
271439,741,5255,0
271693,743,3785,0
264590,731,2343,0
273976,785,830,0
288943,777,15749,0
257487,693,14371,0
287168,815,12793,0
247593,687,11401,0
270932,763,9901,0
267127,749,8394,0
265351,713,6948,0
260277,725,5506,0
260277,729,4044,0
269156,709,2619,0
254189,730,1170,0
287929,742,16065,0
247086,715,14630,0
278542,749,13145,0
264844,732,11664,0
262307,756,10167,0
271947,766,8630,0
260785,722,7167,0
256726,728,5715,0
255457,735,4246,0
257487,718,2806,0
267888,741,1338,0
268395,741,16216,0
262814,730,14759,0
268141,754,13259,0
274737,746,11757,0
280826,767,10241,0
276006,790,8656,0
259009,712,7191,0
265097,739,5740,0
257233,717,4282,0
265351,732,2796,0
268141,748,1309,0
260531,727,16221,0
272454,738,14757,0
262560,758,13254,0
279050,749,11741,0
274737,766,10222,0
265858,734,8742,0
271947,735,7236,0
265605,727,5786,0
267127,743,4306,0
260277,730,2875,0
268903,743,1403,0
260024,731,16313,0
268141,739,14827,0
273976,744,13330,0
266873,731,11868,0
288182,801,10321,0
270425,745,8818,0
259009,700,7361,0
260024,698,5919,0
266366,698,4467,0
266112,725,3053,0
261546,716,1624,0
264590,718,187,0
264590,726,15101,0
263322,709,13695,0
269917,724,12250,0
270932,761,10738,0
278035,737,9270,0
257233,690,7803,0
263829,713,6389,0
275752,735,4962,0
267888,699,3547,0
267380,713,2137,0
275752,759,632,0
259263,706,15576,0
269156,723,14148,0
264083,741,12669,0
262053,735,11209,0
283870,761,9697,0
262560,739,8202,0
272708,726,6753,0
257487,726,5305,0
276259,725,3856,0
251398,718,2411,0
270932,748,928,0
267380,732,15826,0
264590,727,14379,0
268395,748,12887,0
253682,736,11405,0
283109,792,9864,0
262307,763,8321,0
263575,719,6864,0
260785,739,5406,0
260785,724,3945,0
259770,727,2493,0
282855,773,981,0
270425,742,15864,0
266366,737,14397,0
277528,769,12870,0
268141,749,11366,0
269410,777,9829,0
271186,757,8298,0
261799,745,6819,0
272961,747,5363,0
271186,742,3889,0
267380,730,2428,0
264336,732,942,0
281079,774,15809,0
257994,681,14430,0
289197,821,12856,0
266873,725,11405,0
280572,756,9909,0
272200,774,8381,0
258248,694,6942,0
259009,707,5477,0
257994,718,4050,0
273215,724,2604,0
262053,725,1145,0
270678,727,16080,0
262053,732,14609,0
271693,736,13127,0
270678,728,11663,0
277274,761,10169,0
281840,757,8642,0
272454,736,7172,0
257487,729,5715,0
263068,712,4287,0
251906,685,2869,0
270171,767,1366,0
269917,733,16259,0
256979,697,14865,0
279050,771,13379,0
270678,752,11839,0
267127,737,10393,0
281587,780,8868,0
260024,694,7405,0
266619,721,5998,0
269664,728,4547,0
254696,684,3126,0
270171,729,1688,0
267888,732,212,0
265605,728,15150,0
269410,743,13671,0
275752,742,12181,0
272200,744,10700,0
273215,753,9199,0
285138,760,7688,0
277020,731,6263,0
268141,728,4833,0
266619,717,3403,0
271693,743,1982,0
261546,726,510,0
248101,695,15481,0
261292,731,14047,0
267380,768,12508,0
258755,718,11059,0
